masv,hodem,ten,ngaysinh,gioitinh,noisinh,malop
4107,Võ Quang,Thành,2000/2/14,1,An Giang,HQ23
4108,Phan Quang,Kiều,2004/1/16,0,An Giang,TO24
4109,Trương Thế,Hồng,2002/12/27,1,Trà Vinh,SP23
4110,Trần Hoàng,Nghĩa,2005/9/15,1,Vĩnh Long,TC23
4111,Trương Hoài,Oanh,2001/2/4,0,Nam Định,PM21
4112,Bùi Hoàng,Phú,2000/1/6,0,Vĩnh Long,SP23
4113,Phạm Thế,Đức,2002/9/14,0,Tiền Giang,SP22
4114,Trương Gia,Oanh,2002/11/13,1,Tây Ninh,PM22
4115,Võ Mạnh,Phước,2000/9/25,0,Trà Vinh,SP22
4116,Phan Minh,Bảo,2005/8/3,1,Vĩnh Long,HQ23
4117,Trương Thế,Như,2001/3/14,0,An Giang,SP24
4118,Trần Văn,Ân,2003/8/26,1,HCM,TU22
4119,Nguyễn Mạnh,Thanh,2001/7/17,1,An Giang,SP23
4120,Bùi Thế,Bích,2005/5/28,0,Cần Thơ,SP22
4121,Võ Thị,Mỹ,2000/4/15,0,Cần Thơ,HT22
4122,Lê Hữu,Đại,2002/9/13,0,Long An,HC24
4123,Trần Hoàng,Ánh,2001/7/16,1,Cần Thơ,DL24
4124,Phan Nhật,Bảo,2000/2/17,1,An Giang,TU23
4125,Lê Hữu,Khang,2004/10/17,1,HCM,HC24
4126,Võ Nhật,Dung,2002/4/21,1,Nam Định,TU23
4127,Võ Thế,Khánh,2004/7/7,1,HCM,HT24
4128,Võ Hoài,Hậu,2000/11/20,0,Nam Định,SP24
4129,Nguyễn Gia,Nhi,2002/5/21,0,An Giang,TU22
4130,Nguyễn Gia,Thương,2004/8/21,1,Long An,TC24
4131,Phạm Hoài,Hồng,2004/6/1,1,Vĩnh Long,TM24
4132,Phan Nhật,Vinh,2004/5/30,1,Long An,TC24
4133,Trần Hoàng,Sang,2004/8/27,1,Nam Định,HQ24
4134,Bùi Hoài,Uyên,2000/12/1,1,Cần Thơ,HD24
4135,Phan Nhật,Huỳnh,2001/5/13,1,Long An,HT22
4136,Phạm Mạnh,Tấn,2005/7/12,0,Trà Vinh,HQ24
4137,Phan Minh,Phú,2003/7/25,1,Nam Định,HQ23
4138,Nguyễn Trung,Kim,2004/7/11,1,Tây Ninh,PM23
4139,Trần Văn,Đức,2000/2/4,1,An Giang,DT24
4140,Nguyễn Mạnh,Khánh,2002/1/25,0,HCM,PM22
4141,Lê Quang,Châu,2002/5/21,0,Tiền Giang,DL24
4142,Nguyễn Văn,Phương,2004/8/29,1,Vĩnh Long,VL24
4143,Phan Thế,Dung,2003/2/5,1,Cần Thơ,MT24
4144,Trương Minh,Châu,2004/8/5,1,Long An,HT22
4145,Nguyễn Thế,Kiều,2002/11/23,0,Tây Ninh,TI24
4146,Võ Thế,Dương,2004/8/18,0,Nam Định,TC24
4147,Bùi Thị,Bảo,2002/6/2,0,Vĩnh Long,HT22
4148,Phan Quang,Tấn,2001/2/14,0,Vĩnh Long,TU22
4149,Trần Thị,Dương,2005/10/20,0,An Giang,NA24
4150,Trần Gia,Diễm,2000/9/27,1,An Giang,TU23
4151,Phan Hữu,Vỹ,2005/1/18,0,Tiền Giang,SP23
4152,Nguyễn Mạnh,Anh,2003/5/29,0,Trà Vinh,PM23
4153,Trần Hữu,Đức,2001/12/19,1,Vĩnh Long,HT24
4154,Lê Minh,My,2005/10/20,0,Tiền Giang,PM24
4155,Trương Minh,Hậu,2004/5/21,1,Vĩnh Long,MK24
4156,Lê Văn,Khôi,2001/5/3,1,Trà Vinh,HT24
4157,Nguyễn Quang,Dung,2004/6/4,1,HCM,LU24
4158,Bùi Gia,Vy,2000/10/6,1,Trà Vinh,NA23
4159,Phan Thế,Như,2002/2/13,0,Cần Thơ,HQ23
4160,Võ Thế,Đại,2000/2/10,1,HCM,PM22
4161,Phan Nhật,Dung,2003/2/10,0,Nam Định,HT24
4162,Võ Thế,Lợi,2003/6/28,0,Long An,SP23
4163,Bùi Hữu,Khang,2005/10/18,0,HCM,HC24
4164,Lê Nhật,Khanh,2005/9/27,0,Trà Vinh,PM24
4165,Nguyễn Mạnh,Vy,2002/2/7,1,Vĩnh Long,TM24
4166,Trần Hữu,Bảo,2004/3/13,1,An Giang,TU23
4167,Phạm Trung,Ánh,2001/12/3,0,Trà Vinh,PM21
4168,Trương Mạnh,Thắng,2002/8/14,1,Vĩnh Long,TU22
4169,Trần Hoài,Thanh,2000/8/19,1,Vĩnh Long,SP22
4170,Trần Văn,Thịnh,2000/3/1,1,Tiền Giang,TC24
4171,Nguyễn Hoàng,Kiều,2005/8/29,1,Cần Thơ,HC24
4172,Trương Quang,Hậu,2001/1/6,0,Trà Vinh,PM24
4173,Bùi Minh,Châu,2002/2/6,1,HCM,LU24
4174,Phạm Văn,Khải,2004/4/21,1,Tiền Giang,HT22
4175,Trần Thị,Thanh,2004/5/24,0,Tây Ninh,SP23
4176,Phạm Hoài,Thương,2005/3/9,1,Vĩnh Long,TC23
4177,Phạm Mạnh,Thắng,2000/6/27,1,Cần Thơ,TC24
4178,Nguyễn Quang,Đạt,2002/4/21,0,Long An,HT23
4179,Bùi Minh,An,2004/11/22,1,Vĩnh Long,HT24
4180,Võ Hoài,Phúc,2005/12/23,0,Trà Vinh,TU22
4181,Trương Mạnh,Dung,2002/6/8,1,An Giang,HT23
4182,Nguyễn Văn,Diễm,2004/1/12,1,Tây Ninh,HT22
4183,Phan Trung,Phước,2005/7/10,1,Tây Ninh,MT24
4184,Võ Gia,Thắng,2003/9/8,0,Tiền Giang,PM22
4185,Trần Văn,Kim,2002/12/16,1,Tây Ninh,HT23
4186,Phạm Minh,Hà,2005/4/3,1,An Giang,MT24
4187,Phan Hoàng,Nhã,2003/6/22,0,HCM,TM24
4188,Trần Gia,Phước,2002/8/23,0,Nam Định,VL24
4189,Lê Hữu,Khánh,2000/7/25,1,Long An,DL24
4190,Trương Hữu,Duy,2003/3/14,0,Cần Thơ,PM24
4191,Phạm Hoài,Nhã,2001/5/11,0,Tiền Giang,TC24
4192,Võ Văn,Long,2001/1/4,1,Tây Ninh,HD24
4193,Lê Mạnh,Phúc,2000/8/15,1,HCM,SP22
4194,Phan Văn,Ngân,2005/8/7,1,Tiền Giang,VL24
4195,Trương Hoàng,Phương,2001/4/30,0,Long An,TU23
4196,Bùi Gia,Oanh,2005/8/21,1,HCM,DT24
4197,Phạm Trung,Nhi,2000/6/28,1,Trà Vinh,MK24
4198,Phan Văn,Duyên,2005/7/6,1,Vĩnh Long,PM24
4199,Bùi Quang,Đức,2005/8/6,0,Cần Thơ,TI24
4200,Trương Văn,Thịnh,2003/6/9,1,Long An,HD24
4201,Nguyễn Hoài,Cẩm,2002/11/28,0,Nam Định,TU22
4202,Trương Thị,Lợi,2000/6/1,0,Long An,TU22
4203,Phan Văn,Phượng,2000/3/12,1,Long An,PM21
4204,Nguyễn Minh,Trang,2005/4/16,1,Vĩnh Long,PM23
4205,Võ Hoàng,Anh,2005/6/28,1,Trà Vinh,HT22
4206,Võ Mạnh,Khôi,2003/11/14,1,Trà Vinh,PM24
4207,Trần Gia,Hậu,2004/11/4,0,Trà Vinh,TC23
4208,Phan Hoài,Phúc,2002/9/21,0,Cần Thơ,SP22
4209,Lê Hoàng,Bích,2005/12/19,1,Vĩnh Long,HT22
4210,Trương Hoàng,Nghĩa,2000/3/25,1,An Giang,SP23
4211,Trương Minh,Lợi,2005/4/30,0,Trà Vinh,TC24
4212,Trần Hữu,Hà,2004/7/27,0,Trà Vinh,SP24
4213,Trương Quang,Khôi,2002/7/6,0,Nam Định,HQ24
4214,Trần Hoài,Uyên,2001/7/6,0,Cần Thơ,TC23
4215,Trương Minh,Kiều,2001/11/2,1,An Giang,TU23
4216,Trương Thị,Tài,2003/7/9,0,Long An,HT24
4217,Lê Hoàng,Đạt,2003/6/7,0,An Giang,HQ24
4218,Nguyễn Văn,Hậu,2002/7/5,1,Tây Ninh,TO24
4219,Lê Minh,Sương,2002/10/16,0,Nam Định,SP22
4220,Trương Hữu,Khánh,2001/8/14,0,Nam Định,NA22
4221,Phạm Hoài,Vinh,2005/7/19,1,Long An,HT22
4222,Bùi Nhật,Khanh,2000/7/13,0,Nam Định,LU24
4223,Trương Quang,My,2000/10/27,0,Trà Vinh,LU24
4224,Lê Thế,Thắng,2002/9/5,0,Vĩnh Long,HT23
4225,Nguyễn Văn,Đức,2003/5/7,1,Trà Vinh,TU23
4226,Phạm Hữu,Ánh,2004/12/1,0,Tiền Giang,SP24
4227,Trần Quang,Phú,2002/4/26,0,Long An,DL24
4228,Bùi Nhật,Phước,2002/2/22,1,Tiền Giang,PM23
4229,Phan Hữu,Kim,2001/9/8,1,HCM,TU22
4230,Phạm Quang,Danh,2002/10/25,0,Trà Vinh,HT23
4231,Võ Văn,Ngọc,2002/7/12,1,Cần Thơ,TC23
4232,Bùi Gia,Kiều,2001/9/15,0,Trà Vinh,TU22
4233,Bùi Nhật,Bảo,2002/9/11,0,Trà Vinh,PM24
4234,Nguyễn Hữu,Phú,2005/11/15,1,Nam Định,MT24
4235,Bùi Thị,Vinh,2005/10/28,0,Cần Thơ,HT23
4236,Lê Mạnh,Phương,2001/8/12,0,Cần Thơ,PM22
4237,Nguyễn Mạnh,Phượng,2000/9/22,1,Trà Vinh,TC24
4238,Phan Thế,Danh,2000/4/30,1,Trà Vinh,VL24
4239,Nguyễn Mạnh,Trang,2000/3/1,1,HCM,TC24
4240,Lê Hữu,Châu,2003/6/23,0,Long An,TM24
4241,Trương Thế,Sang,2001/4/23,0,HCM,HD24
4242,Trần Quang,Châu,2000/5/9,0,Tiền Giang,HC24
4243,Nguyễn Quang,Tài,2004/1/13,1,HCM,HC24
4244,Trương Gia,An,2002/7/5,1,An Giang,LU24
4245,Trương Nhật,Linh,2002/5/1,1,Long An,PM21
4246,Trần Quang,Thịnh,2002/5/2,1,Nam Định,TC23
4247,Phan Mạnh,Đạt,2003/6/11,0,Long An,TU22
4248,Trương Nhật,Diễm,2003/12/28,1,Trà Vinh,TU23
4249,Phan Trung,Vy,2003/12/18,1,Trà Vinh,HT23
4250,Bùi Trung,Kiều,2005/5/11,0,Trà Vinh,TO24
4251,Trần Văn,Ngọc,2003/2/26,1,Vĩnh Long,PM21
4252,Võ Hữu,Duyên,2001/9/4,1,Trà Vinh,HQ23
4253,Phạm Quang,Thành,2000/5/9,1,Cần Thơ,TU24
4254,Phạm Minh,Hậu,2002/5/17,0,HCM,SP24
4255,Võ Trung,Vy,2003/9/3,1,Trà Vinh,NA23
4256,Trương Quang,Cường,2004/11/14,0,Tây Ninh,NA23
4257,Phạm Hoài,Thắng,2004/11/19,1,Trà Vinh,SP22
4258,Trần Văn,Hồng,2001/10/2,1,Cần Thơ,NA22
4259,Trần Thế,Cẩm,2000/3/18,0,Long An,MT24
4260,Phạm Thế,Băng,2002/3/26,1,Long An,HT23
4261,Võ Trung,Hậu,2004/1/18,0,Vĩnh Long,PM21
4262,Trần Văn,Thịnh,2000/2/27,1,HCM,MK24
4263,Phan Minh,Nhã,2002/3/7,1,HCM,HT23
4264,Nguyễn Văn,Khanh,2003/9/12,1,HCM,HQ24
4265,Phan Mạnh,Phúc,2003/11/24,0,An Giang,TC24
4266,Trần Hoàng,Uyên,2002/9/13,1,Vĩnh Long,TU22
4267,Phạm Hoài,Đại,2004/1/12,0,Trà Vinh,TO24
4268,Nguyễn Trung,Vy,2000/4/17,1,Tiền Giang,HD24
4269,Nguyễn Thị,Trang,2001/9/6,0,Trà Vinh,PM24
4270,Trương Thị,Khánh,2003/5/3,0,Nam Định,NA23
4271,Phan Thị,Vy,2002/4/16,0,Trà Vinh,NA22
4272,Trần Hữu,Danh,2000/11/10,0,Cần Thơ,PM21
4273,Trương Minh,Vinh,2004/3/14,0,Long An,DL24
4274,Trần Hoài,Vinh,2005/5/18,1,Trà Vinh,HD24
4275,Trần Văn,Hồng,2005/1/27,1,Vĩnh Long,HQ24
4276,Nguyễn Hữu,Bích,2000/12/5,1,An Giang,SP23
4277,Võ Thế,Vinh,2000/10/4,1,Vĩnh Long,PM22
4278,Trương Nhật,Khôi,2005/10/13,1,Long An,SP23
4279,Trần Minh,Hà,2002/3/11,1,HCM,TU23
4280,Nguyễn Hoàng,Phương,2002/11/1,0,Tiền Giang,PM22
4281,Võ Trung,Chi,2005/4/17,0,Long An,PM22
4282,Võ Hoàng,Thanh,2001/5/26,1,Long An,NA23
4283,Lê Thế,Tấn,2005/2/20,0,Long An,TM24
4284,Phạm Văn,Sang,2001/7/20,1,HCM,HT24
4285,Trương Trung,Bạch,2005/8/28,1,An Giang,HT22
4286,Bùi Hữu,My,2000/10/22,1,Tiền Giang,LU24
4287,Nguyễn Trung,Băng,2004/9/8,1,Cần Thơ,TU23
4288,Trần Hoài,Ân,2004/7/5,1,Vĩnh Long,PM22
4289,Trương Hoài,Long,2002/5/23,1,Tiền Giang,TU22
4290,Phạm Văn,Duy,2005/7/8,1,An Giang,TM24
4291,Phan Thế,Như,2000/3/16,1,Cần Thơ,PM23
4292,Phan Mạnh,Châu,2005/5/1,1,Vĩnh Long,TM24
4293,Phạm Trung,Ánh,2005/5/10,1,HCM,NA24
4294,Phạm Nhật,Sang,2000/4/18,1,HCM,TU22
4295,Lê Hữu,Thắng,2003/5/21,1,Nam Định,HQ23
4296,Bùi Gia,Dương,2005/10/1,0,Vĩnh Long,TC23
4297,Nguyễn Mạnh,Lợi,2001/4/1,0,Vĩnh Long,HT22
4298,Trần Thế,Đại,2003/1/14,1,Cần Thơ,MK24
4299,Lê Hữu,Đức,2002/3/8,1,Long An,TU22
4300,Võ Trung,Huỳnh,2004/10/22,1,HCM,PM21
4301,Võ Thị,Vân,2002/2/1,0,Nam Định,LU24
4302,Phan Hữu,Ánh,2000/9/2,1,Tây Ninh,NA23
4303,Lê Gia,Tài,2001/11/5,1,Tiền Giang,MT24
4304,Phạm Văn,Giang,2005/2/16,1,Trà Vinh,DL24
4305,Trương Hữu,Long,2000/4/27,0,Long An,HD24
4306,Võ Nhật,Duy,2004/4/8,1,Nam Định,SP23
4307,Trần Thế,Kiều,2000/12/21,0,An Giang,TC24
4308,Nguyễn Thị,Dung,2001/6/19,0,Long An,NA24
4309,Trần Hoàng,Kiều,2001/8/8,1,Tây Ninh,HQ23
4310,Phạm Văn,Vinh,2000/7/2,1,Tây Ninh,HT23
4311,Bùi Minh,Phúc,2001/4/11,0,Nam Định,TU23
4312,Phạm Thị,Long,2004/9/4,0,Long An,TU23
4313,Bùi Hữu,Khôi,2001/7/16,1,Long An,HQ23
4314,Nguyễn Gia,Trang,2005/10/6,1,Trà Vinh,DT24
4315,Bùi Quang,Thịnh,2004/4/12,0,HCM,SP24
4316,Lê Hoài,Châu,2003/5/16,0,An Giang,TM24
4317,Phan Trung,Lợi,2002/4/1,1,An Giang,HC24
4318,Võ Gia,Bảo,2003/12/19,1,Tây Ninh,SP23
4319,Bùi Gia,Bạch,2004/1/16,1,Long An,PM21
4320,Lê Trung,Tài,2005/10/3,0,Vĩnh Long,HT24
4321,Phạm Minh,An,2002/4/11,0,Cần Thơ,HQ24
4322,Bùi Mạnh,Ngọc,2002/2/19,1,Cần Thơ,HQ23
4323,Lê Thị,Duyên,2001/7/15,0,Long An,MK24
4324,Bùi Văn,Ngọc,2003/3/30,1,HCM,TC24
4325,Bùi Nhật,Lợi,2000/4/4,0,An Giang,LU24
4326,Nguyễn Quang,Uyên,2001/11/8,0,HCM,HT22
4327,Nguyễn Hoài,Đức,2000/7/8,1,HCM,HC24
4328,Phan Minh,Hậu,2003/12/14,0,Long An,LU24
4329,Võ Mạnh,Bình,2000/8/10,1,An Giang,PM22
4330,Lê Mạnh,Giang,2000/1/5,0,HCM,SP24
4331,Trương Quang,Bích,2002/11/14,1,Long An,MT24
4332,Lê Thị,Thành,2001/12/4,0,An Giang,HC24
4333,Nguyễn Quang,Khải,2001/12/16,1,Nam Định,HQ23
4334,Lê Hoài,Nhã,2003/6/2,0,HCM,HD24
4335,Phạm Trung,Băng,2002/2/10,0,Tiền Giang,TI24
4336,Phạm Văn,Ngọc,2001/2/10,1,Long An,HQ23
4337,Bùi Quang,Phương,2001/7/7,0,Trà Vinh,MT24
4338,Phạm Thị,Vân,2005/10/21,0,Cần Thơ,NA24
4339,Phạm Trung,Nhi,2003/3/30,0,Tây Ninh,TU23
4340,Trần Thế,Nhi,2002/5/12,1,Nam Định,TU23
4341,Bùi Trung,Mỹ,2001/8/24,1,Nam Định,HD24
4342,Phan Mạnh,Vy,2000/6/9,1,Cần Thơ,DT24
4343,Lê Gia,Tiên,2005/12/14,0,Cần Thơ,HT24
4344,Phan Hoàng,Ân,2003/2/18,1,Cần Thơ,HD24
4345,Bùi Trung,Vân,2005/1/4,0,HCM,DT24
4346,Phạm Nhật,Mỹ,2003/8/9,0,Tiền Giang,LU24
4347,Trần Văn,Hậu,2003/11/8,1,Tây Ninh,HT23
4348,Trương Hoàng,Tấn,2000/12/16,0,An Giang,MK24
4349,Nguyễn Minh,Đạt,2001/11/28,0,HCM,TU22
4350,Nguyễn Gia,Dung,2001/4/10,1,Tây Ninh,DL24
4351,Võ Mạnh,Nhi,2004/10/4,1,Cần Thơ,TM24
4352,Trần Mạnh,Thịnh,2000/7/17,1,Tiền Giang,TU23
4353,Phan Trung,Tấn,2003/1/3,1,Tiền Giang,LU24
4354,Lê Thế,Phước,2002/9/17,0,An Giang,DT24
4355,Bùi Thế,Khanh,2004/6/22,1,Vĩnh Long,HT23
4356,Bùi Văn,Sương,2002/11/9,1,Vĩnh Long,PM22
4357,Bùi Hoàng,My,2002/6/3,1,Trà Vinh,NA22
4358,Trần Minh,Nghĩa,2003/9/7,0,Vĩnh Long,SP23
4359,Lê Mạnh,Khôi,2004/3/24,0,Cần Thơ,HC24
4360,Phan Hoài,Phú,2003/7/29,1,Long An,DL24
4361,Bùi Trung,Huỳnh,2000/5/11,0,An Giang,TC23
4362,Nguyễn Thế,My,2003/3/22,0,Vĩnh Long,HQ24
4363,Phạm Hoàng,Danh,2002/10/11,0,Cần Thơ,HD24
4364,Nguyễn Gia,Trang,2005/1/26,1,HCM,NA22
4365,Phan Mạnh,Phúc,2005/8/7,1,Tây Ninh,VL24
4366,Nguyễn Nhật,Vinh,2003/12/11,0,An Giang,PM21
4367,Võ Thế,Bình,2001/10/3,1,Tiền Giang,VL24
4368,Trần Hoàng,Ánh,2002/10/6,0,Cần Thơ,TU23
4369,Võ Gia,Uyên,2003/2/17,1,Trà Vinh,TM24
4370,Phan Trung,Nhi,2001/2/18,1,Vĩnh Long,PM22
4371,Phan Trung,Thanh,2005/12/14,1,HCM,DL24
4372,Bùi Hoàng,Bảo,2002/1/9,0,Tiền Giang,PM24
4373,Trương Thế,Cường,2001/8/28,0,Tiền Giang,HD24
4374,Võ Mạnh,Ngân,2003/4/13,0,Tiền Giang,SP24
4375,Phạm Mạnh,Tấn,2001/9/13,1,An Giang,NA23
4376,Võ Thế,Kim,2000/10/27,0,Tây Ninh,TI24
4377,Trương Trung,Sang,2004/2/25,1,Nam Định,HT24
4378,Trương Văn,Khánh,2005/3/30,1,Tiền Giang,HC24
4379,Phan Nhật,Linh,2002/7/18,0,Long An,TU23
4380,Võ Gia,Phượng,2004/8/19,0,Nam Định,TI24
4381,Trần Thị,Nhi,2004/12/22,0,Trà Vinh,VL24
4382,Phan Hoài,Phượng,2003/10/27,1,Tiền Giang,NA22
4383,Trần Thị,Lợi,2004/8/5,0,An Giang,HT22
4384,Trần Hữu,Nhã,2004/10/18,1,Long An,PM24
4385,Bùi Thế,Khánh,2003/11/14,0,Long An,SP24
4386,Nguyễn Thị,Vỹ,2005/11/6,0,Tây Ninh,TO24
4387,Trần Trung,Vân,2000/8/2,1,Tiền Giang,HT22
4388,Phạm Hoài,Nhã,2002/4/9,0,Trà Vinh,TC24
4389,Trương Hữu,Danh,2005/2/13,0,Trà Vinh,LU24
4390,Phan Hữu,Vy,2001/2/12,1,Tây Ninh,SP22
4391,Lê Trung,Thanh,2005/11/22,0,Tây Ninh,HD24
4392,Võ Hoàng,My,2003/1/8,0,Nam Định,TI24
4393,Võ Văn,Thương,2000/1/7,1,Trà Vinh,VL24
4394,Võ Hữu,Bích,2001/5/8,1,Tây Ninh,NA24
4395,Trương Văn,Nghĩa,2005/9/14,1,Cần Thơ,PM21
4396,Trương Mạnh,Mỹ,2002/7/10,0,An Giang,TU22
4397,Trần Thị,Dương,2000/2/17,0,An Giang,PM22
4398,Trương Quang,Vy,2003/12/25,1,Tây Ninh,PM23
4399,Bùi Nhật,Sương,2005/9/30,0,Trà Vinh,SP23
4400,Võ Văn,Khánh,2000/1/1,1,HCM,TM24
4401,Võ Gia,Nhi,2003/6/29,1,An Giang,HC24
4402,Phan Nhật,Hậu,2001/9/27,1,Vĩnh Long,VL24
4403,Bùi Văn,Vy,2000/10/16,1,Tây Ninh,MT24
4404,Nguyễn Quang,Phượng,2000/6/11,1,Nam Định,SP23
4405,Trần Hữu,Bích,2004/10/19,1,Vĩnh Long,SP24
4406,Võ Thị,Oanh,2004/12/23,0,HCM,NA23
4407,Võ Hữu,Đại,2003/10/21,0,Vĩnh Long,SP24
4408,Nguyễn Hoài,Ánh,2004/9/7,0,Nam Định,NA23
4409,Nguyễn Thế,Phương,2001/5/22,0,An Giang,TO24
4410,Bùi Thế,Thành,2005/3/17,0,Trà Vinh,MK24
4411,Bùi Văn,Ngân,2003/5/3,1,Trà Vinh,DT24
4412,Bùi Thị,Phước,2002/12/2,0,Cần Thơ,TO24
4413,Lê Hoài,Thắng,2005/1/19,0,Trà Vinh,TO24
4414,Bùi Thị,Diễm,2003/1/17,0,Cần Thơ,VL24
4415,Võ Thị,My,2001/4/23,0,Tiền Giang,HT23
4416,Bùi Mạnh,Cường,2001/2/7,0,Vĩnh Long,TC24
4417,Bùi Mạnh,Phước,2003/4/14,1,Vĩnh Long,TU24
4418,Bùi Hoàng,Mỹ,2002/1/2,1,Nam Định,TU22
4419,Trương Mạnh,Anh,2001/3/19,1,Long An,TU22
4420,Nguyễn Trung,Vinh,2005/1/16,0,Tây Ninh,NA23
4421,Phan Hữu,Khang,2004/4/7,0,Cần Thơ,TM24
4422,Phạm Hữu,Phượng,2004/4/22,0,Cần Thơ,TM24
4423,Lê Hữu,Đức,2003/5/6,0,Nam Định,DT24
4424,Võ Mạnh,Trang,2000/12/16,1,Nam Định,NA24
4425,Võ Nhật,Chi,2002/6/13,1,Tiền Giang,HT22
4426,Trương Mạnh,Thành,2002/10/20,0,Nam Định,HD24
4427,Trương Văn,Long,2000/3/7,1,HCM,PM23
4428,Trần Hữu,Linh,2002/1/20,0,Long An,HQ23
4429,Lê Trung,Uyên,2004/5/19,1,Tây Ninh,PM23
4430,Trương Hoàng,Kim,2002/6/7,1,An Giang,MT24
4431,Trương Quang,Cường,2003/9/17,0,Nam Định,DT24
4432,Trần Nhật,Uyên,2005/10/23,0,An Giang,TU24
4433,Trương Gia,Ân,2003/4/7,0,Nam Định,HQ24
4434,Bùi Hoài,Phượng,2003/11/18,0,Nam Định,PM21
4435,Võ Hoài,Châu,2005/5/29,1,Vĩnh Long,PM24
4436,Nguyễn Minh,Duyên,2003/11/24,0,Vĩnh Long,TU22
4437,Phan Văn,My,2003/11/11,1,An Giang,PM22
4438,Trần Mạnh,Bình,2002/10/13,0,HCM,TU22
4439,Trần Gia,Huỳnh,2004/1/25,1,Trà Vinh,VL24
4440,Trương Hoàng,Thắng,2002/11/17,0,Tây Ninh,HQ24
4441,Phạm Nhật,Ngân,2000/1/1,1,Vĩnh Long,MK24
4442,Phạm Gia,Bình,2003/12/3,1,Trà Vinh,TU24
4443,Bùi Hữu,Băng,2001/9/22,1,Nam Định,NA22
4444,Bùi Hoài,Đạt,2005/4/13,1,An Giang,HT24
4445,Võ Thị,Sương,2001/6/21,0,Tiền Giang,DL24
4446,Bùi Minh,Phú,2000/7/23,1,Nam Định,TU22
4447,Phan Trung,Nghĩa,2000/6/2,1,Cần Thơ,HC24
4448,Trương Thế,Anh,2004/2/21,1,Long An,DL24
4449,Trương Minh,Sơn,2002/3/9,1,Long An,PM22
4450,Trương Hữu,Long,2000/4/2,0,Vĩnh Long,TC23
4451,Nguyễn Quang,Vy,2003/2/19,0,Trà Vinh,PM23
4452,Phan Thế,Phượng,2005/7/20,0,Tây Ninh,HD24
4453,Phan Trung,Duy,2004/5/23,1,An Giang,HQ24
4454,Võ Hoàng,Kim,2001/8/11,1,Trà Vinh,TO24
4455,Phạm Quang,Vân,2002/9/20,1,Tây Ninh,HT23
4456,Nguyễn Thị,Thắng,2002/5/6,0,Trà Vinh,TM24
4457,Lê Quang,Long,2001/7/24,0,Long An,NA23
4458,Lê Thế,Nhã,2005/12/10,0,Tiền Giang,PM21
4459,Trần Mạnh,Mỹ,2003/9/17,0,Vĩnh Long,VL24
4460,Nguyễn Hoàng,Thắng,2003/10/27,1,Tiền Giang,SP22
4461,Trần Thị,Uyên,2004/2/9,0,Tây Ninh,TC23
4462,Lê Mạnh,Bích,2005/1/30,1,Trà Vinh,HD24
4463,Trương Hữu,Danh,2005/11/8,0,An Giang,MK24
4464,Nguyễn Hoàng,Vỹ,2005/7/3,0,Vĩnh Long,PM23
4465,Trần Nhật,Nhã,2000/5/27,0,Vĩnh Long,TC24
4466,Phạm Trung,Trang,2002/6/30,1,HCM,TO24
4467,Nguyễn Hữu,Phương,2001/2/8,1,Vĩnh Long,NA23
4468,Phan Mạnh,Hà,2002/11/23,0,HCM,TM24
4469,Phạm Quang,Tiên,2003/9/12,0,Tây Ninh,PM23
4470,Trần Hữu,Phước,2003/7/2,0,An Giang,PM24
4471,Trương Thế,Bạch,2002/11/6,0,Tây Ninh,HC24
4472,Trần Gia,Giang,2000/7/7,1,Long An,PM24
4473,Phan Mạnh,Khang,2000/9/12,0,Cần Thơ,TO24
4474,Trương Minh,Hà,2002/1/2,0,Nam Định,TU23
4475,Bùi Quang,Khang,2004/4/25,0,Trà Vinh,LU24
4476,Nguyễn Quang,Thanh,2000/7/2,1,Vĩnh Long,PM22
4477,Trần Trung,Châu,2003/12/12,1,An Giang,SP23
4478,Trương Thị,Khanh,2005/8/4,0,Cần Thơ,HD24
4479,Nguyễn Hoàng,Đạt,2003/9/28,0,HCM,MK24
4480,Lê Trung,Sang,2001/10/25,1,An Giang,DT24
4481,Phan Trung,An,2003/7/5,0,Long An,TO24
4482,Lê Hoàng,Thương,2001/11/23,1,Vĩnh Long,SP24
4483,Phạm Quang,Lợi,2001/9/19,0,An Giang,TM24
4484,Nguyễn Hoài,Oanh,2002/7/25,0,An Giang,SP24
4485,Phạm Hoàng,Trang,2001/6/25,0,HCM,NA23
4486,Phạm Trung,Danh,2004/1/9,1,Tây Ninh,NA23
4487,Trần Hữu,Tiên,2005/4/28,1,Tiền Giang,HT22
4488,Nguyễn Quang,An,2000/5/27,0,Long An,HD24
4489,Nguyễn Trung,Dung,2005/3/2,0,Cần Thơ,PM21
4490,Phan Hoài,Như,2003/5/17,0,An Giang,SP22
4491,Trương Thế,Thương,2005/1/26,0,An Giang,TC23
4492,Phạm Hữu,Giang,2003/5/15,1,HCM,HT23
4493,Lê Nhật,Cường,2003/7/12,0,Vĩnh Long,SP23
4494,Bùi Mạnh,Khôi,2004/9/1,1,Long An,TU22
4495,Nguyễn Trung,Trang,2004/9/25,0,Long An,TC24
4496,Lê Hữu,Danh,2001/7/23,0,Vĩnh Long,TC24
4497,Trương Hoàng,Diễm,2001/4/30,0,Tây Ninh,PM21
4498,Nguyễn Thế,Bình,2003/3/3,1,Trà Vinh,HT24
4499,Phạm Thế,Phú,2004/12/19,0,HCM,DL24
